CORNERSNAP-PORTAL: frame 8793 obj 0 [?] cell 'foyer1'(1) -> 'world'(0) seg_w (3467.998,6.789,-4850.208)->(3468.679,6.927,-4851.246) len 1.2501
CORNERSNAP-PORTAL: frame 8794 obj 127040355 [player] cell 'world'(0) -> 'foyer1'(1) seg_w (3467.667,5.106,-4850.425)->(3467.528,5.106,-4850.214) len 0.2518
CORNERSNAP-PORTAL: frame 8794 obj 0 [?] cell 'foyer1'(1) -> 'world'(0) seg_w (3467.859,6.783,-4849.997)->(3468.541,6.921,-4851.036) len 1.2501
CORNERSNAP-PORTAL: frame 8795 obj 0 [?] cell 'foyer1'(1) -> 'world'(0) seg_w (3467.859,6.783,-4849.997)->(3468.541,6.921,-4851.036) len 1.2501
CORNERSNAP-PORTAL: frame 8796 obj 0 [?] cell 'foyer1'(1) -> 'world'(0) seg_w (3467.729,6.783,-4849.799)->(3468.411,6.922,-4850.838) len 1.2501
CORNERSNAP-PORTAL: frame 8797 obj 0 [?] cell 'foyer1'(1) -> 'world'(0) seg_w (3467.622,6.783,-4849.635)->(3468.303,6.922,-4850.673) len 1.2501
CORNERSNAP-PORTAL: frame 8798 obj 0 [?] cell 'foyer1'(1) -> 'world'(0) seg_w (3467.462,6.784,-4849.392)->(3468.144,6.922,-4850.431) len 1.2501
CORNERSNAP-RESOLVE: frame 8842 obj 127040355 rewind (37.675,0.105,-0.248)->(37.835,0.105,-0.302) waypoints 2
CORNERSNAP-RESOLVE: frame 8843 obj 127040355 rewind (37.503,0.105,-0.183)->(37.707,0.105,-0.252) waypoints 2
CORNERSNAP-RESOLVE: frame 8844 obj 127040355 rewind (37.468,0.105,-0.130)->(37.713,0.105,-0.212) waypoints 2
CORNERSNAP-RESOLVE: frame 8845 obj 127040355 rewind (37.496,0.105,-0.089)->(37.719,0.105,-0.164) waypoints 2
CORNERSNAP-RESOLVE: frame 8846 obj 127040355 rewind (37.611,0.105,-0.081)->(37.725,0.105,-0.120) waypoints 2
CORNERSNAP-RESOLVE: frame 8847 obj 127040355 rewind (37.505,0.105,-0.022)->(37.729,0.105,-0.097) waypoints 2
CORNERSNAP-RESOLVE: frame 8848 obj 127040355 rewind (37.527,0.105,0.016)->(37.735,0.105,-0.053) waypoints 2
CORNERSNAP-RESOLVE: frame 8849 obj 127040355 rewind (37.589,0.105,0.038)->(37.740,0.105,-0.013) waypoints 2
CORNERSNAP-RESOLVE: frame 8850 obj 127040355 rewind (37.587,0.105,0.070)->(37.744,0.105,0.017) waypoints 2
